"","features","rank_in_american","rank_in_british","difference"
"5565","margaret",6150,7101,951
"5566","margin",5783,4302,1481
"5567","marginal",4601,6811,2210
"5568","margins",4141,3383,758
"5569","marijuana",7065,NA,NA
"5570","marilyn",2954,NA,NA
"5571","marine",4277,5532,1255
"5572","marines",26,NA,NA
"5573","mario",189,657,468
"5574","marion",660,NA,NA
"5575","marital",2592,2472,120
"5576","mark",9147,9157,10
"5577","marked",6720,8278,1558
"5578","market",9753,9795,42
"5579","market's",2584,NA,NA
"5580","marketed",749,NA,NA
"5581","marketing",8209,8308,99
"5582","marketplace",4768,NA,NA
"5583","markets",8972,8694,278
"5584","marks",7096,7788,692
"5585","marriage",9217,8704,513
"5586","marriages",4812,2214,2598
"5587","married",8868,8799,69
"5588","marry",5773,4325,1448
"5589","mars",5968,NA,NA
"5590","marshall",5213,5736,523
"5591","martha",5871,NA,NA
"5592","martial",2529,818,1711
"5593","martin",8457,8040,417
"5594","martin's",341,NA,NA
"5595","marvel",859,NA,NA
"5596","marvelous",3028,NA,NA
"5597","marvels",2251,NA,NA
"5598","marx",3698,5455,1757
"5599","marxist",2868,5332,2464
"5600","mary",8219,8141,78
"5601","maryland",5049,NA,NA
"5602","masculinity",1231,NA,NA
"5603","mask",5218,1492,3726
"5604","masks",897,NA,NA
"5605","maslin",6980,NA,NA
"5606","mason",398,2647,2249
"5607","mass",8675,8383,292
"5608","massachusetts",5661,NA,NA
"5609","massacre",6738,1973,4765
"5610","masses",3710,4102,392
"5611","massive",7754,7795,41
"5612","master",7456,8036,580
"5613","masterpiece",3848,NA,NA
"5614","masters",4514,6135,1621
"5615","match",7565,9113,1548
"5616","matched",1654,4502,2848
"5617","matches",2955,7336,4381
"5618","matching",1712,4027,2315
"5619","mate",4699,2905,1794
"5620","material",8624,9289,665
"5621","materials",6176,8546,2370
"5622","mates",893,937,44
"5623","math",6058,NA,NA
"5624","mathematical",3581,3191,390
"5625","mathematics",866,5992,5126
"5626","mathews",684,NA,NA
"5627","matisse",3571,NA,NA
"5628","matt",7254,257,6997
"5629","matter",9549,9493,56
"5630","matters",8590,8965,375
"5631","matthew",5971,4121,1850
"5632","mature",3116,5546,2430
"5633","maureen",5305,NA,NA
"5634","max",4640,3582,1058
"5635","maximum",4879,7941,3062
"5636","may",9907,9942,35
"5637","maybe",9491,7561,1930
"5638","maynard",2707,NA,NA
"5639","mayor",8650,6095,2555
"5640","mccain",9408,NA,NA
"5641","mccarthy",4455,NA,NA
"5642","mccartney",2958,NA,NA
"5643","mccurry",4569,NA,NA
"5644","mcdonald's",5096,NA,NA
"5645","mcdougal",2369,NA,NA
"5646","mcgwire",689,NA,NA
"5647","mci",3963,NA,NA
"5648","mclaughlin",7236,NA,NA
"5649","mcveigh",3117,NA,NA
"5650","md",431,NA,NA
"5651","me",9897,9876,21
"5652","mea",920,NA,NA
"5653","meal",4818,6532,1714
"5654","meals",3738,6296,2558
"5655","mean",9550,9253,297
"5656","meaning",8764,8788,24
"5657","meaningful",4432,2931,1501
"5658","meaningless",3611,NA,NA
"5659","means",9625,9689,64
"5660","meant",8917,8820,97
"5661","meantime",1201,4246,3045
"5662","meanwhile",9083,8179,904
"5663","measure",8614,8385,229
"5664","measured",5559,5880,321
"5665","measures",7449,8784,1335
"5666","meat",6206,6800,594
"5667","mechanical",3162,5133,1971
"5668","mechanism",154,6238,6084
"5669","media",9686,8797,889
"5670","media's",4243,NA,NA
"5671","median",1118,NA,NA
"5672","medicaid",5725,NA,NA
"5673","medical",9184,8907,277
"5674","medicare",8477,NA,NA
"5675","medication",1838,NA,NA
"5676","medicine",7010,6099,911
"5677","medieval",3113,6953,3840
"5678","mediocre",3629,NA,NA
"5679","meditation",489,NA,NA
"5680","medium",6580,7221,641
"5681","meet",9181,9243,62
"5682","meeting",8986,9598,612
"5683","meetings",7066,8326,1260
"5684","meets",5027,5022,5
"5685","mel",1565,NA,NA
"5686","melancholy",1089,NA,NA
"5687","melodrama",2478,NA,NA
"5688","member",8756,9602,846
"5689","members",9517,9796,279
"5690","membership",5796,8464,2668
"5691","memo",5601,NA,NA
"5692","memoir",7612,NA,NA
"5693","memoirs",4226,578,3648
"5694","memorable",3199,3321,122
"5695","memorial",5534,5630,96
"5696","memories",5252,6091,839
"5697","memory",8240,7843,397
"5698","men",9700,9748,48
"5699","men's",6445,5562,883
"5700","menace",5371,NA,NA
"5701","mental",7567,8170,603
"5702","mentality",1148,NA,NA
"5703","mentally",4023,6063,2040
"5704","mention",9206,7299,1907
"5705","mentioned",8065,8191,126
"5706","mentioning",4794,NA,NA
"5707","mentions",7892,NA,NA
"5708","mentor",1879,NA,NA
"5709","menu",1323,4374,3051
"5710","merchandise",1248,NA,NA
"5711","mercy",499,1739,1240
"5712","mere",7634,7265,369
"5713","merely",8915,8632,283
"5714","merge",2885,NA,NA
"5715","merger",7676,5589,2087
"5716","mergers",4378,3304,1074
"5717","merit",5536,4470,1066
"5718","meritocracy",740,NA,NA
"5719","merits",5651,4007,1644
"5720","merrill",4536,NA,NA
"5721","mess",6577,4215,2362
"5722","message",9085,8110,975
"5723","messages",7295,4500,2795
"5724","messy",2923,NA,NA
"5725","met",8600,9203,603
"5726","metal",5820,7129,1309
"5727","metaphor",6508,3286,3222
"5728","metaphors",2070,NA,NA
"5729","method",6979,8754,1775
"5730","methodology",874,3459,2585
"5731","methods",5917,8787,2870
"5732","metric",753,NA,NA
"5733","metro",2447,NA,NA
"5734","metropolitan",5851,5975,124
"5735","mexican",6264,1911,4353
"5736","mexico",7239,5376,1863
"5737","mexico's",1499,NA,NA
"5738","miami",4999,NA,NA
"5739","mice",2643,NA,NA
"5740","michael",9578,8987,591
"5741","michelle",1212,NA,NA
"5742","michigan",4465,NA,NA
"5743","michiko",2128,NA,NA
"5744","mickey",3064,NA,NA
"5745","microphone",607,NA,NA
"5746","microsoft",9614,NA,NA
"5747","microsoft's",7833,NA,NA
"5748","microwave",716,NA,NA
"5749","mid",3715,5515,1800
"5750","middle",9250,9232,18
"5751","middle-aged",4388,38,4350
"5752","middle-class",5939,5553,386
"5753","midnight",3676,4171,495
"5754","midst",2996,NA,NA
"5755","midwest",2897,NA,NA
"5756","might",9865,9840,25
"5757","mighty",4979,2750,2229
"5758","mike",8506,7773,733
"5759","mikhail",770,NA,NA
"5760","milan",4860,3913,947
"5761","mild",4442,3480,962
"5762","mildly",2581,NA,NA
"5763","mile",4408,7033,2625
"5764","miles",7639,9060,1421
"5765","military",9644,9396,248
"5766","military's",1789,NA,NA
"5767","militia",1777,115,1662
"5768","militias",2403,NA,NA
"5769","milk",6147,7395,1248
"5770","millennial",942,NA,NA
"5771","millennium",7882,NA,NA
"5772","miller",7887,5904,1983
"5773","miller's",3619,NA,NA
"5774","million",9812,9717,95
"5775","millionaire",3186,NA,NA
"5776","millions",8679,6634,2045
"5777","mills",2653,5854,3201
"5778","milosevic",8866,NA,NA
"5779","milosevic's",5464,NA,NA
"5780","milwaukee",724,NA,NA
"5781","mind",9430,9355,75
"5782","minds",6599,6458,141
"5783","mine",7857,6701,1156
"5784","mines",3554,4959,1405
"5785","minimal",3348,4490,1142
"5786","minimum",6303,8160,1857
"5787","mining",943,6179,5236
"5788","minister",9417,9751,334
"5789","ministers",4997,8909,3912
"5790","ministry",2700,8193,5493
"5791","minnesota",4190,NA,NA
"5792","minor",7378,8071,693
"5793","minorities",5710,4095,1615
"5794","minority",7935,7813,122
"5795","minus",1651,NA,NA
"5796","minuses",1374,NA,NA
"5797","minute",7807,8066,259
"5798","minutes",8987,9336,349
"5799","mir",1606,NA,NA
"5800","miracle",5073,1557,3516
"5801","miramax",5920,NA,NA
"5802","mirror",6529,6789,260
"5803","misconduct",430,NA,NA
"5804","misdeeds",366,NA,NA
"5805","miserable",3869,1935,1934
"5806","misery",2157,3218,1061
"5807","misguided",1317,NA,NA
"5808","misleading",4868,4664,204
"5809","miss",8489,8453,36
"5810","missed",8201,7110,1091
"5811","misses",2720,NA,NA
"5812","missile",8096,2558,5538
"5813","missiles",6691,3490,3201
"5814","missing",7729,7365,364
"5815","mission",8032,6285,1747
"5816","missions",1923,194,1729
"5817","mississippi",4765,NA,NA
"5818","missouri",3150,NA,NA
"5819","mistake",8184,6912,1272
"5820","mistaken",4934,2365,2569
"5821","mistakenly",1277,NA,NA
"5822","mistakes",6651,4902,1749
"5823","mistress",2593,144,2449
"5824","misunderstanding",116,NA,NA
"5825","misunderstood",211,NA,NA
"5826","mit",1240,NA,NA
"5827","mitchell",5627,4041,1586
"5828","mix",6026,6915,889
"5829","mixed",7421,7527,106
"5830","mixture",1736,6880,5144
"5831","mls",418,NA,NA
"5832","mo",221,NA,NA
"5833","mob",6559,1286,5273
"5834","mobile",2134,5039,2905
"5835","mock",4888,NA,NA
"5836","mocked",1460,NA,NA
"5837","mocking",2430,NA,NA
"5838","mocks",2818,NA,NA
"5839","mode",4236,6466,2230
"5840","model",8855,9260,405
"5841","models",7607,8031,424
"5842","moderate",7616,5160,2456
"5843","moderates",3097,NA,NA
"5844","moderation",695,NA,NA
"5845","modern",9313,9354,41
"5846","modernist",710,NA,NA
"5847","modest",7131,6473,658
"5848","modesty",2057,NA,NA
"5849","modified",2052,4722,2670
"5850","mogul",2863,NA,NA
"5851","mohammed",356,1872,1516
"5852","molly",1844,NA,NA
"5853","mom",7298,NA,NA
"5854","moment",9273,9011,262
"5855","moments",7430,6367,1063
"5856","momentum",3861,2571,1290
"5857","monarchy",351,4291,3940
"5858","monday",9427,7713,1714
"5859","monday's",6531,NA,NA
"5860","monde",7128,NA,NA
"5861","monet",1046,NA,NA
"5862","monetary",7444,7627,183
"5863","money",9842,9764,78
"5864","monica",9457,NA,NA
"5865","monica's",5133,NA,NA
"5866","monitor",4728,5516,788
"5867","monitoring",2893,6587,3694
"5868","monkey",3043,NA,NA
"5869","monkeys",140,NA,NA
"5870","monopoly",7049,6150,899
"5871","monster",5254,2112,3142
"5872","monsters",1875,NA,NA
"5873","monstrous",204,NA,NA
"5874","month",9374,9372,2
"5875","month's",4376,3800,576
"5876","monthly",6297,6307,10
"5877","months",9523,9663,140
"5878","monty",514,NA,NA
"5879","monument",1222,1891,669
"5880","mood",6802,6743,59
"5881","moon",7084,4578,2506
"5882","moore",7058,5710,1348
"5883","moral",9323,8276,1047
"5884","morality",6327,4015,2312
"5885","morally",5629,682,4947
"5886","morals",582,NA,NA
"5887","more",9966,9959,7
"5888","moreover",6887,7910,1023
"5889","morgan",4099,5461,1362
"5890","morgenstern",3573,NA,NA
"5891","morning",9467,9023,444
"5892","morning's",53,NA,NA
"5893","morris",9112,5783,3329
"5894","morrison",2318,2117,201
"5895","mortality",1012,5109,4097
"5896","morton",2058,561,1497
"5897","moscow",7409,7285,124
"5898","moses",1558,NA,NA
"5899","mossad",1676,NA,NA
"5900","most",9933,9923,10
"5901","mostly",8833,7271,1562
"5902","mother",9311,9287,24
"5903","mother's",5762,4995,767
"5904","mothers",7677,7180,497
"5905","motion",6130,6735,605
"5906","motivated",4962,3488,1474
"5907","motivation",2553,5481,2928
"5908","motive",4386,2889,1497
"5909","motives",6065,3367,2698
"5910","motorcycle",3264,NA,NA
"5911","motors",2878,NA,NA
"5912","mount",4855,5361,506
"5913","mountain",5999,7394,1395
"5914","mountains",4736,6588,1852
"5915","mounted",568,5639,5071
"5916","mounting",3062,3281,219
"5917","mourning",1198,NA,NA
"5918","mouse",3363,2013,1350
"5919","mouth",7553,6607,946
"5920","move",9292,9440,148
"5921","moved",8353,9001,648
"5922","movement",8903,9376,473
"5923","movements",5267,7812,2545
"5924","moves",7503,7361,142
"5925","movie",9852,5972,3880
"5926","movie's",6464,NA,NA
"5927","movies",9477,4193,5284
"5928","moving",8256,8598,342
"5929","moyers",3009,NA,NA
"5930","moynihan",5310,NA,NA
"5931","mr",9393,9902,509
"5932","mrs",7640,9415,1775
"5933","ms",7946,5971,1975
"5934","mtv",1564,NA,NA
"5935","much",9911,9901,10
"5936","mud",1010,3264,2254
"5937","multiculturalism",947,NA,NA
"5938","multinational",769,1594,825
"5939","multiple",6936,5431,1505
"5940","mundane",596,NA,NA
"5941","murder",9064,8261,803
"5942","murdered",6315,4393,1922
"5943","murderer",2596,NA,NA
"5944","murderers",979,NA,NA
"5945","murdering",2051,NA,NA
"5946","murderous",1321,NA,NA
"5947","murders",4745,1232,3513
"5948","murdoch",7019,NA,NA
"5949","murdoch's",4627,NA,NA
"5950","murky",616,NA,NA
"5951","murphy",4041,2886,1155
"5952","murray",6440,4832,1608
"5953","muscle",2716,2535,181
"5954","muscles",525,3603,3078
"5955","muse",171,NA,NA
"5956","museum",8923,8793,130
"5957","museum's",1557,NA,NA
"5958","museums",3408,5422,2014
"5959","music",9536,9433,103
"5960","musical",7550,7397,153
"5961","musicians",3427,4334,907
"5962","musings",802,NA,NA
"5963","muslim",5980,4392,1588
"5964","muslims",4356,2116,2240
"5965","must",9789,9877,88
"5966","muster",2072,NA,NA
"5967","mutual",5729,6214,485
"5968","my",9934,9915,19
"5969","myers",50,NA,NA
"5970","myriad",254,NA,NA
"5971","myself",8597,8520,77
"5972","mysteries",903,NA,NA
"5973","mysterious",6570,2935,3635
"5974","mysteriously",834,NA,NA
"5975","mystery",7226,5328,1898
"5976","myth",6733,4988,1745
"5977","mythology",180,NA,NA
"5978","myths",608,370,238
"5979","n",7712,7520,192
"5980","n.j",1063,NA,NA
"5981","n.y",2991,NA,NA
"5982","naacp",841,NA,NA
"5983","nader",1967,NA,NA
"5984","nafta",3394,NA,NA
"5985","nail",3286,572,2714
"5986","nails",1330,471,859
"5987","naive",5609,1309,4300
"5988","naked",7015,3141,3874
"5989","name",9676,9505,171
"5990","named",9062,8056,1006
"5991","namely",6230,6295,65
"5992","names",8738,8518,220
"5993","naming",2195,NA,NA
"5994","nancy",4797,NA,NA
"5995","nanny",1650,NA,NA
"5996","naomi",2861,NA,NA
"5997","narrative",7613,6132,1481
"5998","narrator",5329,NA,NA
"5999","narrow",5961,7623,1662
"6000","nasa",4738,NA,NA
"6001","nasdaq",4698,NA,NA
"6002","nash",1205,NA,NA
"6003","nashville",257,NA,NA
"6004","nast",2071,NA,NA
"6005","nasty",6586,3259,3327
"6006","nathan",3574,NA,NA
"6007","nation",9359,7786,1573
"6008","nation's",8518,2966,5552
"6009","national",9814,9856,42
"6010","nationalism",3958,4491,533
"6011","nationalist",3167,5677,2510
"6012","nationalists",1107,1885,778
"6013","nationally",1270,3255,1985
"6014","nations",8967,7999,968
"6015","nationwide",5786,3730,2056
"6016","native",7064,6616,448
"6017","nato",9348,5512,3836
"6018","nato's",7264,NA,NA
"6019","natural",8858,9305,447
"6020","naturally",6470,7286,816
"6021","nature",8929,9479,550
"6022","naval",1661,5662,4001
"6023","navy",5960,5849,111
"6024","nazi",7324,2962,4362
"6025","nazis",4807,NA,NA
"6026","nba",4806,NA,NA
"6027","nbc",7953,NA,NA
"6028","nbc's",5410,NA,NA
"6029","nea",3692,NA,NA
"6030","near",8725,9454,729
"6031","nearby",4419,7440,3021
"6032","nearly",9420,8952,468
"6033","neat",2607,4084,1477
"6034","neatly",748,2666,1918
"6035","nebraska",643,NA,NA
"6036","necessarily",7706,8234,528
"6037","necessary",8626,9519,893
"6038","necessity",2902,5816,2914
"6039","neck",5253,7062,1809
"6040","need",9696,9845,149
"6041","needed",8723,9346,623
"6042","needle",1372,3522,2150
"6043","needless",3465,NA,NA
"6044","needs",9130,9569,439
"6045","needy",565,NA,NA
"6046","negative",8092,7499,593
"6047","neglect",4647,4407,240
"6048","neglected",4646,3908,738
"6049","negotiate",4396,5063,667
"6050","negotiated",2576,4897,2321
"6051","negotiating",5489,4987,502
"6052","negotiations",7790,7976,186
"6053","negro",421,NA,NA
"6054","neighbor",5682,NA,NA
"6055","neighborhood",6889,NA,NA
"6056","neighborhoods",5163,NA,NA
"6057","neighbors",7451,NA,NA
"6058","neil",4416,6791,2375
"6059","neither",9080,8599,481
"6060","nelson",5125,3662,1463
"6061","neon",1684,NA,NA
"6062","nerve",5062,1364,3698
"6063","nervous",4737,5377,640
"6064","nest",1535,2103,568
"6065","net",8935,8175,760
"6066","netanyahu",8107,NA,NA
"6067","network",8664,8269,395
"6068","networks",7178,4923,2255
"6069","neurotic",736,NA,NA
"6070","neutral",4535,4969,434
"6071","nevada",1597,NA,NA
"6072","never",9855,9782,73
"6073","nevertheless",6225,8695,2470
"6074","new",9967,9944,23
"6075","newest",2862,NA,NA
"6076","newly",7389,6829,560
"6077","news",9871,9318,553
"6078","newsday",4830,NA,NA
"6079","newshour",6769,NA,NA
"6080","newspaper",9248,8085,1163
"6081","newspapers",8875,7477,1398
"6082","newsweek",9498,NA,NA
"6083","newt",8330,NA,NA
"6084","next",9793,9815,22
"6085","nfl",2442,NA,NA
"6086","nice",8948,7626,1322
"6087","nicely",3726,355,3371
"6088","nicholas",3690,6396,2706
"6089","nichols",3824,NA,NA
"6090","nicholson",1181,3232,2051
"6091","nick",813,6512,5699
"6092","nickles",115,NA,NA
"6093","nicole",2622,NA,NA
"6094","nicotine",1729,NA,NA
"6095","night",9452,9676,224
"6096","night's",2781,2463,318
"6097","nightmare",4428,4035,393
"6098","nights",5838,6094,256
"6099","nike",4773,NA,NA
"6100","nine",8140,8738,598
"6101","niño",2284,NA,NA
"6102","ninth",1339,3029,1690
"6103","niro",1369,NA,NA
"6104","nixon",8901,NA,NA
"6105","nixon's",6556,NA,NA
"6106","no",9955,9951,4
"6107","noah",1817,NA,NA
"6108","nobel",7270,NA,NA
"6109","noble",6745,4743,2002
"6110","nobody",8611,6980,1631
"6111","nobody's",289,NA,NA
"6112","nod",1519,NA,NA
"6113","noir",392,NA,NA
"6114","noise",5026,6693,1667
"6115","noises",1316,NA,NA
"6116","nominated",2007,3376,1369
"6117","nomination",7528,1738,5790
"6118","nominations",1390,NA,NA
"6119","nominee",4885,NA,NA
"6120","nominees",2729,NA,NA
"6121","non-local",3366,NA,NA
"6122","none",9164,8576,588
"6123","nonetheless",7292,4633,2659
"6124","nonexistent",491,NA,NA
"6125","nonfiction",1999,NA,NA
"6126","nonprofit",2628,NA,NA
"6127","nonsense",4524,3128,1396
"6128","noon",7884,695,7189
"6129","nor",9241,9127,114
"6130","nora",2356,NA,NA
"6131","norm",3253,3761,508
"6132","normal",7828,8930,1102
"6133","normally",5954,8645,2691
"6134","norman",6248,7289,1041
"6135","norplant",1580,NA,NA
"6136","north",8902,9639,737
"6137","northern",8079,9276,1197
"6138","northwest",4462,NA,NA
"6139","norton",1588,1356,232
"6140","nose",6895,5925,970
"6141","nostalgia",5128,NA,NA
"6142","nostalgic",1172,NA,NA
"6143","not",9978,9979,1
"6144","notable",4528,5785,1257
"6145","notably",5812,6891,1079
"6146","note",9493,8960,533
"6147","notebook",264,NA,NA
"6148","noted",8804,8457,347
"6149","notes",9587,8436,1151
"6150","nothing",9681,9502,179
"6151","notice",7769,8805,1036
"6152","noticed",6673,6323,350
"6153","notices",3067,1683,1384
"6154","noting",7891,2844,5047
"6155","notion",8272,7485,787
"6156","notions",3218,3492,274
"6157","notorious",6423,3384,3039
"6158","notoriously",448,40,408
"6159","notwithstanding",427,2732,2305
"6160","nov",8487,8095,392
"6161","novak",7117,NA,NA
"6162","novel",9286,7923,1363
"6163","novelist",6667,1697,4970
"6164","novels",7379,4997,2382
"6165","novelty",1759,NA,NA
"6166","november",7290,9159,1869
"6167","now",9920,9919,1
"6168","nowadays",3342,4153,811
"6169","nowhere",6311,5142,1169
"6170","nra",916,NA,NA
"6171","nuanced",1664,NA,NA
"6172","nuclear",9196,8718,478
"6173","nude",4207,NA,NA
"6174","nukes",1327,NA,NA
"6175","number",9673,9847,174
"6176","numbers",9040,8999,41
"6177","numerous",6387,7261,874
"6178","nurse",1660,6334,4674
"6179","nursing",2162,6963,4801
"6180","nut",896,521,375
"6181","nuts",5379,1397,3982
"6182","nyc",429,NA,NA
"6183","nypd",67,NA,NA
"6184","nyt",9857,NA,NA
"6185","o",5974,7067,1093
"6186","o.j",6418,NA,NA
"6187","o'connor",1463,NA,NA
"6188","oakland",28,NA,NA
"6189","oath",6090,NA,NA
"6190","obese",130,NA,NA
"6191","obesity",1538,NA,NA
"6192","obey",894,NA,NA
"6193","obituaries",240,NA,NA
"6194","obituary",1935,NA,NA
"6195","object",7398,7848,450
"6196","objected",1000,1419,419
"6197","objection",2397,3213,816
"6198","objections",4692,4261,431
"6199","objective",5727,7971,2244
"6200","objects",6870,7453,583
"6201","obligation",4418,6723,2305
"6202","obligations",517,6440,5923
"6203","obliged",3972,6010,2038
"6204","obnoxious",778,NA,NA
"6205","obscene",821,NA,NA
"6206","obscure",6551,3714,2837
"6207","observation",6632,6140,492
"6208","observations",3023,5139,2116
"6209","observe",4780,4834,54
"6210","observed",6760,7196,436
"6211","observer",6408,4803,1605
"6212","observers",4761,5035,274
"6213","observes",6964,NA,NA
"6214","observing",1077,1155,78
"6215","obsessed",6187,246,5941
"6216","obsession",6782,1220,5562
"6217","obsessive",2767,NA,NA
"6218","obsolete",432,NA,NA
"6219","obstacle",1868,1487,381
"6220","obstacles",3021,2487,534
"6221","obstruction",5708,NA,NA
"6222","obtain",4126,7996,3870
"6223","obtained",2970,8161,5191
"6224","obvious",8864,8715,149
"6225","obviously",8630,8630,0
"6226","ocalan",1822,NA,NA
"6227","occasion",7122,8149,1027
"6228","occasional",6905,6374,531
"6229","occasionally",6894,7252,358
"6230","occasions",4975,7568,2593
"6231","occupation",1104,6664,5560
"6232","occupied",2694,7147,4453
"6233","occupy",864,3615,2751
"6234","occur",5432,7687,2255
"6235","occurred",6846,7792,946
"6236","occurring",806,3326,2520
"6237","occurs",3663,6498,2835
"6238","ocean",4980,4665,315
"6239","oct",8714,8217,497
"6240","october",7631,9284,1653
"6241","odd",8042,6635,1407
"6242","oddly",6281,NA,NA
"6243","odds",6318,4486,1832
"6244","odyssey",2570,NA,NA
"6245","of",9999,9999,0
"6246","off",9849,9850,1
"6247","off-lead",7082,NA,NA
"6248","offended",2975,NA,NA
"6249","offenders",2423,5145,2722
"6250","offense",5741,NA,NA
"6251","offenses",4512,NA,NA
"6252","offensive",7334,5494,1840
"6253","offer",9274,9486,212
"6254","offered",8789,9080,291
"6255","offering",8229,8024,205
"6256","offerings",1800,NA,NA
"6257","offers",8832,8581,251
"6258","office",9663,9692,29
"6259","officer",7737,8897,1160
"6260","officers",7756,9029,1273
"6261","offices",6051,8017,1966
"6262","official",9445,9231,214
"6263","officially",5586,5877,291
"6264","officials",9423,8778,645
"6265","offline",39,NA,NA
"6266","offset",1443,4182,2739
"6267","offspring",2786,NA,NA
"6268","often",9662,9805,143
"6269","oh",8753,7224,1529
"6270","ohio",5523,NA,NA
"6271","oil",8606,9115,509
"6272","ok",8796,3948,4848
"6273","oklahoma",5614,NA,NA
"6274","old",9760,9835,75
"6275","old-fashioned",5973,2818,3155
"6276","older",8045,8814,769
"6277","oldest",3177,4742,1565
"6278","oliver",4820,3769,1051
"6279","olympic",5561,5607,46
"6280","olympics",4373,1120,3253
"6281","ominous",2129,NA,NA
"6282","on",9990,9990,0
"6283","on-screen",2620,NA,NA
"6284","once",9750,9727,23
"6285","one",9965,9963,2
"6286","one-third",3126,3195,69
"6287","one's",8119,7050,1069
"6288","ones",9167,8699,468
"6289","oneself",836,615,221
"6290","ongoing",6614,1494,5120
"6291","online",9339,NA,NA
"6292","only",9938,9941,3
"6293","onto",7848,7760,88
"6294","op-ed",8515,NA,NA
"6295","open",9268,9634,366
"6296","opened",7900,8701,801
"6297","opening",8708,8759,51
"6298","openly",5548,4002,1546
"6299","opens",6490,5503,987
"6300","opera",8091,6762,1329
"6301","operate",4307,7745,3438
"6302","operates",751,5112,4361
"6303","operating",7919,7915,4
"6304","operation",7993,9002,1009
"6305","operations",7232,8303,1071
"6306","operators",1193,4831,3638
"6307","opinion",8982,8808,174
"6308","opinions",6455,5777,678
"6309","opponent",6707,4824,1883
"6310","opponents",8080,6074,2006
"6311","opportunities",6116,8590,2474
"6312","opportunity",8694,9119,425
"6313","oppose",6465,3069,3396
"6314","opposed",8411,7988,423
"6315","opposes",2660,NA,NA
"6316","opposing",5130,3692,1438
"6317","opposite",8169,7841,328
"6318","opposition",8448,9222,774
"6319","oppression",908,2504,1596
"6320","oppressive",970,NA,NA
"6321","oprah",4118,NA,NA
"6322","opt",1429,2152,723
"6323","optimism",5653,2877,2776
"6324","optimistic",5952,4492,1460
"6325","optimists",99,NA,NA
"6326","option",6779,7804,1025
"6327","options",7858,7530,328
"6328","or",9970,9974,4
"6329","oral",5946,5256,690
"6330","orange",5006,5952,946
"6331","orbit",949,NA,NA
"6332","orchestra",3158,5708,2550
"6333","orchestrated",446,NA,NA
"6334","ordeal",1699,1125,574
"6335","order",9559,9804,245
"6336","ordered",7694,7953,259
"6337","ordering",2260,3034,774
"6338","orders",6219,8145,1926
"6339","ordinarily",996,NA,NA
"6340","ordinary",8292,8553,261
"6341","oregon",4510,NA,NA
"6342","organ",3325,3463,138
"6343","organic",2055,4876,2821
"6344","organization",8846,8690,156
"6345","organizations",7855,7531,324
"6346","organize",2248,1909,339
"6347","organized",7036,6663,373
"6348","organizers",1360,NA,NA
"6349","organizing",3274,913,2361
"6350","organs",3759,1483,2276
"6351","orgy",1042,NA,NA
"6352","orientation",2189,2625,436
"6353","origin",4174,6564,2390
"6354","original",8966,9188,222
"6355","originally",6571,7887,1316
"6356","origins",4384,5934,1550
"6357","orrin",5751,NA,NA
"6358","orthodox",3242,4081,839
"6359","orthodoxy",302,NA,NA
"6360","orwell",1526,NA,NA
"6361","os",1218,NA,NA
"6362","oscar",6134,1579,4555
"6363","oslo",703,NA,NA
"6364","ostensibly",3828,NA,NA
"6365","other",9939,9947,8
"6366","other's",4435,2815,1620
"6367","others",9664,9705,41
"6368","otherwise",8819,8783,36
"6369","ought",8294,7341,953
"6370","our",9896,9906,10
"6371","ours",3479,2115,1364
"6372","ourselves",6683,6962,279
"6373","ousted",2155,NA,NA
"6374","out",9954,9948,6
"6375","outbreak",77,4054,3977
"6376","outcome",6876,7585,709
"6377","outcomes",994,3907,2913
"6378","outer",2493,5362,2869
"6379","outfit",2197,1275,922
"6380","outfits",1668,NA,NA
"6381","outlet",1596,NA,NA
"6382","outlets",4392,2846,1546
"6383","outline",1125,5325,4200
"6384","outlook",3899,4421,522
"6385","output",4912,8291,3379
"6386","outrage",6983,1106,5877
"6387","outraged",3620,NA,NA
"6388","outrageous",3677,924,2753
"6389","outright",3312,2209,1103
"6390","outset",847,3726,2879
"6391","outside",9163,9520,357
"6392","outsider",3470,349,3121
"6393","outsiders",2149,2223,74
"6394","outstanding",2357,7432,5075
"6395","oval",6690,1173,5517
"6396","over",9913,9935,22
"6397","overall",7996,8789,793
"6398","overcome",5572,6578,1006
"6399","overhaul",567,NA,NA
"6400","overhead",852,2440,1588
"6401","overlooked",3939,1895,2044
"6402","overly",4382,NA,NA
"6403","overnight",3248,5626,2378
"6404","overseas",5719,7963,2244
"6405","oversight",967,NA,NA
"6406","overthrow",1551,1544,7
"6407","overturn",152,NA,NA
"6408","overturned",584,NA,NA
"6409","overvalued",1575,NA,NA
"6410","overwhelming",5469,4516,953
"6411","overwhelmingly",3757,961,2796
"6412","overwrought",508,NA,NA
"6413","ovitz",2274,NA,NA
"6414","owe",3515,2399,1116
"6415","owed",1483,5560,4077
"6416","owen",3814,4452,638
"6417","owes",3725,1516,2209
"6418","own",9875,9883,8
"6419","owned",7077,7533,456
"6420","owner",7276,8157,881
"6421","owners",7594,7856,262
"6422","ownership",5241,7610,2369
"6423","owns",6452,2895,3557
"6424","oxford",4412,8992,4580
"6425","oxygen",2004,2406,402
"6426","p",7129,9741,2612
"6427","p.m",8498,5001,3497
